person_id,zone_id,income_segment,income_rp_k,car_owner,moto_owner,time_car,cost_car,time_moto,cost_moto,time_4wrh,cost_4wrh,time_2wrh,cost_2wrh,time_krl,cost_krl,time_tj,cost_tj,time_royal,cost_royal,time_lrt,cost_lrt,time_mrt,cost_mrt,V_car,V_moto,V_4wrh,V_2wrh,V_krl,V_tj,V_royal,V_lrt,V_mrt
107,J2,mid,8525,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
108,J4,high,24832,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
109,J2,mid,7743,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
110,J2,mid,9732,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
111,J3a,low,3194,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
112,J2,low,3066,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
113,J3a,low,3059,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
114,J1a,low,3194,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
115,J1b,high,25077,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
116,J1a,low,3568,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
117,J1a,mid,7191,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
118,J2,high,19945,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
119,J1b,high,23907,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
120,J2,low,3176,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
121,J3a,mid,9295,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
122,J4,high,22479,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
123,J2,low,3156,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
124,J2,low,2780,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
125,J2,mid,9729,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
126,J1a,mid,9325,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
127,J3a,high,23394,1,0,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
128,J4,mid,8411,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
129,J2,low,3371,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
130,J2,high,25208,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
131,J5,low,2822,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
132,J3b,mid,10298,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
133,J4,high,22282,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
134,J4,mid,9646,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
135,J1b,mid,9193,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
136,J3a,low,3134,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
137,J3b,low,2861,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
138,J4,low,2971,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
139,J2,mid,8758,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
140,J3b,low,3254,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
141,J2,mid,8737,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
142,J2,mid,8009,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
143,J1a,high,20297,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
144,J2,mid,9534,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
145,J5,mid,9425,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
146,J1b,mid,7908,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
147,J1a,low,2985,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
148,J2,mid,7156,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
149,J1a,low,3218,1,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
150,J1b,low,3663,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
151,J5,high,24698,1,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
152,J2,low,3276,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
153,J2,mid,9006,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
154,J1b,low,2559,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
155,J3a,low,3364,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
156,J1a,high,23239,1,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
157,J4,high,21177,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
158,J2,mid,6733,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
159,J1b,low,2643,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
160,J4,high,21013,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
161,J2,mid,9069,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
162,J2,low,2844,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
163,J1b,mid,8513,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
164,J4,mid,8761,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
165,J2,low,3237,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
166,J1a,low,3097,0,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
167,J5,mid,8377,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
168,J1a,mid,8630,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
169,J1a,high,21776,1,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
170,J2,mid,9650,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
171,J1b,mid,8534,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
172,J2,high,29446,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
173,J2,mid,8493,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
174,J5,mid,8002,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
175,J5,low,2914,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
176,J1a,mid,9000,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
177,J4,mid,9906,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
178,J1b,mid,9363,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
179,J4,mid,9146,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
180,J2,mid,8141,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
181,J3b,mid,8349,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
182,J3b,mid,9500,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
183,J4,high,25034,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
184,J5,mid,7554,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
185,J1b,mid,8550,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
186,J2,mid,9270,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
187,J4,mid,9072,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
188,J1a,mid,8426,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
189,J3a,mid,9094,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
190,J2,mid,7662,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
191,J1a,mid,8466,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
192,J2,low,3830,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
193,J2,high,17950,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
194,J2,low,2799,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
195,J3a,high,23256,1,0,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
196,J2,mid,10081,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
197,J5,mid,11205,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
198,J1b,mid,10501,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
199,J2,mid,10152,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
200,J2,mid,8106,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
201,J4,mid,11013,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
202,J3a,low,3254,0,0,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
203,J1b,mid,8211,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
204,J4,low,2811,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
205,J4,high,25533,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
206,J4,mid,8891,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
207,J1a,mid,9334,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
208,J1b,low,2585,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
209,J4,high,20597,1,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
210,J4,high,23925,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
211,J1b,mid,8857,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
212,J2,high,18313,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
213,J1b,mid,7982,1,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
214,J2,low,2914,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
215,J1a,high,20160,1,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
216,J2,low,2817,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
